News,target,image-path
Videos show President Donald Trump saying “I can’t breathe.”,FALSE,Pg 85__27_2dbb8a65f041de897bd5e2b573071af3.jpg
"Says Joe Biden wants to ""defund the police.""",FALSE,Pg 85__29_ff57cd678aa642bcfe35c5162143dea7.jpg
Text from someone “connected” to Raleigh police: “antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.”,FALSE,Pg 86__3_a230c7386ada58821d96ebdcbad1d7bc.jpg
Says a photo shows a memorial vandalized by Black Lives Matter protesters.,FALSE,Pg 86__8_60dd6a71552772663bff27fb659889b1.jpg
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",FALSE,Pg 86__12_0e7376854253446925f8c17e734c970a.jpg
"Says Donald Trump got “exposed for raping a 13-year-old"" in retaliation for law enforcement officers “killing black people.”",FALSE,Pg 86__13_15ae73e62bce77b68fe128eebdaf9655.jpg
"If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”",FALSE,Pg 86__14_6c4810c916341bedeca656e89a4f3fab.jpg
"If President Trump decides to deploy the U.S. military domestically, he would be “mobilizing U.S. military troops on American soil for the first time since 1807.”",FALSE,Pg 86__16_c187bbcdef25883439749e28110abfb3.jpg
Video shows Seattle police in uniform “vandalizing” a building “to frame protesters.”,FALSE,Pg 86__17_ae5ee96c7d8f02b8c93b8770f5644469.jpg
"Says officials in Washington, D.C., are “jamming all communications.”",FALSE,Pg 86__19_62fab983d5e8d961109164fb6b8a994d.jpg
“Antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.'”,FALSE,Pg 86__21_cb34e569f3249814ccfc17fdeca3d39d.jpg
“The NAACP has endorsed me every time I've run.”,FALSE,Pg 86__23_ddf21df4efed2ff9cd0cfaef28b7b321.jpg
"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",FALSE,Pg 87__5_60ede6ff45d49940a23b3974b8a2eace.jpg
Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,FALSE,Pg 87__8_f7afdeaded0169a920afea5b9be631e8.jpg
"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",FALSE,Pg 87__10_6ce290d9dd7a5a4a5aa9d71018c8460e.jpg
"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",FALSE,Pg 87__11_b448f9d71db8c953b189a838eb991a6d.jpg
"Says if you're refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested, not required.”",FALSE,Pg 87__13_9b6ff338b6ccb54ac5a3843a79bdaff5.jpg
"Says it was ""a crime for Nixon to wiretap the Democrats at Watergate but OK for Obama to wiretap Republicans at Trump Tower.”",FALSE,Pg 87__15_916f8dbc921d22f76b441111162af9cb.jpg
The novel coronavirus was “man-made.”,FALSE,Pg 87__17_c4b3393a941eae82324b8949f17274a2.jpg
"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",FALSE,Pg 87__19_46ef6de170701059a9fc7cbfb5b5319b.jpg
"If you paid rent in March or April, “they got to give” you your money back.",FALSE,Pg 87__20_ed19f9edd78078af05e1004fe698e394.jpg
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,FALSE,Pg 87__21_5ac6ad6d66802de1752283b57a1c82ae.jpg
Says President Donald Trump is “morbidly obese.”,FALSE,Pg 87__22_2f47b174a29b90c133bc83f0249e5f5c.jpg
Dr. Fauci says every American should be microchipped.,FALSE,Pg 87__25_04047e2a8889677742b71ac2401a7ca7.jpg
"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",FALSE,Pg 87__27_ab9269fdb699f597f691aba44f646f57.jpg
Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,FALSE,Pg 87__28_dfacc573a7d9cfe62a3782bed176d264.jpg
“Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”,FALSE,Pg 87__29_0d5360ae45993b8749264b8c68705c1d.jpg
"Says only certain face masks are effective and others, such as cloth masks, are not.",FALSE,Pg 88__1_60568a04ea75ada8ae866aa95537fa62.jpg
Says Gov Tony Evers’ administration deemed dentists non-essential,FALSE,Pg 88__3_757402081427b96c0e8436fd2a74f69b.jpg
"$100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”",FALSE,Pg 88__4_fce7964ba7383ec2deebcd50313478c2.JPG
"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",FALSE,Pg 88__5_2f4bb7e9eade6ee437e6084a6050850c.jpg
"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",FALSE,Pg 88__6_cff7a4f0f441ec20cc015435a5f5a59d.jpg
Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,FALSE,Pg 88__7_b41d5c3486f19f6eceb0ad8f27af11f9.jpg
"“Guess what, [children are] not at risk unless they have an underlying medical issue.”",FALSE,Pg 88__10_351d73caed145ad3fedddc80880a86f0.jpg
"Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”",FALSE,Pg 88__12_d9d50c9c97e465b7a865a6393e7382de.jpg
"Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”",FALSE,Pg 88__14_047aa45a1ee7095ba39541c46c6d2469.jpg
Barack Obama “is the first ex-president to ever speak against his successor.”,FALSE,Pg 88__17_a247e1f36a17fb8cbd0b4deb568596ba.jpg
"Says Attorney General William Barr didn’t cite the ""rule of law” in explaining his decision in the Michael Flynn case during a CBS News interview.",FALSE,Pg 88__18_1eaeb91f4e363309a1eba659fea6581f.jpg
Georgia Gov. Brian Kemp “mandates restaurants reopen”,FALSE,Pg 88__21_bae6840a5d573ee5cae8f26f96f16626.jpg
"North Carolina’s health department is ""telling hospitals that if they decide to do elective surgeries, they won’t be eligible to receive (protective equipment) from the state.”",FALSE,Pg 88__25_95babc1cc58c7b4dc78a5e1915c81991.jpg
Says Gov. Tony Evers “has never had a real job.”,FALSE,Pg 88__26_a6e26d62bfa95ed4b5a045541b6af299.JPG
"""Trump bailed out Wall Street, but not Main Street.""",FALSE,Pg 88__28_6eba4e8841cefca46fc6d426366531b0.jpg
"Prominent Democrats were born in April 1948, ""nine months after"" a UFO crashed near Roswell, N.M.",FALSE,Pg 88__29_c94b0d7042156caffd34e662f9f7dd5e.jpg
Models projecting COVID-19 deaths “are talking about without mitigation.”,FALSE,Pg 88__30_ba27bc5735263223b4856fb2771062c7.jpg
"""We’ve still had more deaths to the flu this year than we've had COVID-19.""",FALSE,Pg 89__1_0fc8e0c39c11fa385beb27b045d3c0ea.jpg
"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""",FALSE,Pg 89__2_b3f4d3d5cf90b68981b65fa20800cce3.jpg
"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”",FALSE,Pg 89__3_dfacc573a7d9cfe62a3782bed176d264.jpg
Politicians “receive full pay retirement after serving 1 term!”,FALSE,Pg 89__8_131285045e8f0ff921d498ae1f150e95.jpg
Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,FALSE,Pg 89__10_0cb2e0c87e6a5a421c61a8a75c7d0bad.jpg
The CDC recommends that only people with COVID-19 symptoms should wear masks.,FALSE,Pg 89__15_91d46898ab3366d64dbf3b4fffab80eb.jpg
"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”",FALSE,Pg 89__16_1cef73a8ba10a95dfa2d8fc0f7fb5d2d.jpg
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,FALSE,Pg 89__17_c1765724ff5b8ad5dae7d3299b1eeeb3.jpg
Mosquitoes can transfer COVID-19 “from person to person”,FALSE,Pg 89__18_ed737cf3fbd37ee985b68edf452b8091.jpg
Says the April 22 jump in COVID-19 cases was related to the election.,FALSE,Pg 89__19_4067a3b26498c4e674407f3793adc077.jpg
"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest.",FALSE,Pg 89__24_3c6522cb548f73e66f4a3a60f10913ee.jpg
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",FALSE,Pg 89__25_ac91ba01bf23fc191d162e1112578e0d.jpg
"The Gates Foundation ""has the patent for this coronavirus.""",FALSE,Pg 89__27_a8a4ed258b16c69914b7de4f0c31698d.jpg
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",FALSE,Pg 90__1_cc7891e322fecf8ea24a33673273a77e.jpg
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,FALSE,Pg 90__3_e5967c03053cbe818c143947de241856.jpg
Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,FALSE,Pg 90__6_6541a1e4f81bcb849e6bec99b4270396.jpg
"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla.",FALSE,Pg 90__7_f412b3d277678a11bca3ae8dc39dd68b.jpg
"Says Nancy Pelosi’s ""4th husband"" filed for divorce.",FALSE,Pg 90__9_22037f08b6ddfb6ca9e44fc627f8e2fb.jpg
"There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”",FALSE,Pg 90__10_1e0d08ac69b7baa35a1afb4b5c84120d.jpg
"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”",FALSE,Pg 90__11_7b7b74115665a3ffc93ab2f4837658e1.jpg
"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",FALSE,Pg 90__13_40c1517d7c22e1a812f290377024e85e.jpg
Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,FALSE,Pg 90__14_6145d8f2a121a4716cdfa9e74da29f86.jpg
"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""",FALSE,Pg 90__15_ec3f4b32a58dd38c46850a75d6a768e1.jpg
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",FALSE,Pg 90__16_a145ec1af9dfd9da5d3acb31d7c40863.jpg
Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,FALSE,Pg 90__17_3c6522cb548f73e66f4a3a60f10913ee.jpg
Says Bill Murray said “Social media is training us to compare our lives ... No wonder why everyone is depressed.”,FALSE,Pg 90__20_99425ac18fc315514012d8d785523628.jpg
"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",FALSE,Pg 90__24_204eeb92de922d11c80f7b629199b440.jpg
“Everyone is only dying of coronavirus now.”,FALSE,Pg 90__26_ab385327b615c3b167cf784e5059f0e6.jpg
"""It is the decision of the President,"" not governors, to ""open up the states.""",FALSE,Pg 90__28_82b69f7ecaedfeb3e70b97e1147926c9.jpg
"With voting by mail, “you get thousands and thousands of people sitting in somebody's living room, signing ballots all over the place.”",FALSE,Pg 91__4_23fa6f3548963956d3d53dab88a2dc4f.jpg
Says a pandemic occurs exactly every 100 years.,FALSE,Pg 91__5_c9ae3fe5056fe39de0f95f61751c3224.jpg
"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",FALSE,Pg 91__6_d5a9609b3cb56b868dfbc8335103db1b.jpg
Says a ballot can be emailed to Wisconsin voters even a day before the election.,FALSE,Pg 91__14_b028c5bc9920baf29618c939611b1aea.jpg
"Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns.""",FALSE,Pg 91__15_4609067a34f2c8322a581c71ed0e1731.jpg
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,FALSE,Pg 91__18_939e20af3cd48cae5ee0824893eec265.jpg
"“In Chicago, Covid-19 actually LOWERED the death rate.”",FALSE,Pg 91__21_5ccb263a8916169a87e8769273bdc745.jpg
"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",FALSE,Pg 91__24_9b02e0ad7003e87ab9e2406f016dc451.jpg
“Queen Elizabeth tests positive for COVID-19.”,FALSE,Pg 91__25_2b5d897e1d54fab94ed5d28ce70680b3.jpg
"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that's why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",FALSE,Pg 92__3_91bf5f3f63e6c808103c637b90b33d70.jpg
An audio message lists five ways people can prevent the novel coronavirus.,FALSE,Pg 92__6_1b4ebe8df05dd597c17c0c1e081548b9.jpg
"Says N.Y. Gov. Andrew Cuomo “rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”",FALSE,Pg 92__9_2419236b2a3bdb503844715a2f5fe632.jpg
“Fish tank additive may treat coronavirus.”,FALSE,Pg 92__10_99721508a59f52f75e34965fc2883b85.jpg
"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",FALSE,Pg 92__11_17e25b88af70f9882f59ae54a038f441.jpg
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,FALSE,Pg 92__12_0e448b8197310e163a5a0608f6480419.jpg
"“So Trump comes to Nashville to oversee damage from the tornado. He flies into the area in a helicopter to get there without further traffic problems in the city. He writes PERSONAL checks to those in need, with his personal accountant in tow.”",FALSE,Pg 92__15_639f1e7d1521e3a661e6503a02b3c525.jpg
"The federal government is “preparing to mobilize the national guard,” “dispatch them across the US with military” and “announce a nationwide 1 week quarantine for all citizens.”",FALSE,Pg 92__18_0d6e90989a2b61ee12acd0f5be0fbc3f.jpg
“Sunlight actually can kill the (novel coronavirus.)”,FALSE,Pg 92__20_9536a04ba051fc27534a9c9b36494999.jpg
"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",FALSE,Pg 92__22_754242431550ca62f708faec0f34ed3f.jpg
"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""",FALSE,Pg 92__25_69b80e715ef31d1947d86567218268e4.jpg
"Because the Federal Reserve recently cut interest rates to near 0%, “the Fed will be of little consequence now. They’ve already used what leverage they have.”",FALSE,Pg 92__26_42f14a2576d923c745ee132307c1ebf4.jpg
The WHO coronavirus test “was a bad test.”,FALSE,Pg 92__28_48a49998d2e9cedbfd99a46d96be4e49.jpg
President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”,FALSE,Pg 92__29_f474296cf51561691b8dd3f9de53fb60.jpg
Donald Trump is “announcing tomorrow that the US is going into quarantine for the next 14 days.”,FALSE,Pg 92__30_b28e7eedafa60cdddfd2145644d34fcf.jpg
“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,FALSE,Pg 93__3_cb73e52ad4ccdce8664fcc2ad2b2ff2c.jpg
“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”,FALSE,Pg 93__4_bee9b39fc00b34d7fa232ace79ed55bd.jpg
Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,FALSE,Pg 93__7_4386e2fd39e24f973bfcc7cafc303d2c.jpg
“It’s actually the safest time to fly.”,FALSE,Pg 93__10_e11b802993ed0ed9695492e5716a39dc.jpg
"A post comparing two construction workers — “Joe legal” and “Jose illegal” — says “Jose” pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college.",FALSE,Pg 93__13_2ceccdfe89299cf8d0d942a80f1106ea.jpg
"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",FALSE,Pg 93__14_86ff0f39c60f29a895bc82bbf72e9ee9.jpg
The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,FALSE,Pg 93__16_8a98a448b3aa9324d87b60ea0386b960.jpg
"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",FALSE,Pg 93__18_b967569a4dc8777957bce15b4f054ca3.jpg
“The coronavirus has officially reached Milwaukee County.”,FALSE,Pg 93__19_e64a7fc0b95266f853493e02b33bb9da.jpg
"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",FALSE,Pg 93__20_c4cf8a1d872a1bb0c3f72a254a7980f7.jpg
The coronavirus is “simply the common cold.”,FALSE,Pg 93__24_e0b5d66834479e5da8eeb6e700d608d5.jpg
"Bernie Sanders has “never taken corporate lobbyist money in his *entire political career.*""",FALSE,Pg 93__25_3bdf4c70e4fa35459314030ffe222ed1.jpg
“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,FALSE,Pg 93__30_00184b969be566a660cafa56171cb05a.jpg
"Says “every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn’t support was black, the candidate they picked ended up losing.""",FALSE,Pg 94__5_45a390323516303ae7828ef05d671e8e.jpg
"""Bernie (Sanders) is a communist.""",FALSE,Pg 94__8_28b5441dbc3cb5f29705881ec0be0ce0.jpg
Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”,FALSE,Pg 94__10_c00e7f99c19bdd32b6187e7e8672d133.jpg
"""Sanitizer will do nothing for the coronavirus.""",FALSE,Pg 94__17_fac44b121a15b579d4ac109c097b96f7.jpg
“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,FALSE,Pg 94__20_d2dd7a3959c138f77d57c35989ef0a8d.jpg
“Bernie Sanders voted in favor of every war during his tenure.”,FALSE,Pg 94__23_27f7c085d203c4f9f98758f268b51eeb.jpg
“Nancy Pelosi’s Brother’s Company Received $737 Million from Obama’s Energy Dept!”,FALSE,Pg 94__29_334972668db0a5d3567ef0b4565e60a5.jpg
"Says Democrats are embracing “abortion up until the moment of birth and even, horrifically, after that.”",FALSE,Pg 95__2_021b4c84e1b3ecffb4cd623a8b496699.jpg
Says the CDC recommends men shave their beards to protect against coronavirus.,FALSE,Pg 95__3_cd4453faf5d2413b9039b2e9f1703965.jpg
"“The coronavirus is the common cold, folks.”",FALSE,Pg 95__7_9e7118d9bf058e5099b5833f3d3a073a.jpg
"Coronavirus patients are being ""cremated alive"" in China.",FALSE,Pg 95__8_bb1aba4835923e3c3eabacc3674bc10a.jpg
"""There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.""",FALSE,Pg 95__11_f2a59232ae4179a0ee53da7ede2917bc.jpg
"“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”",FALSE,Pg 95__12_a97b9b1162b1bd553ae53b43162f9613.jpg
Quotes actor Will Smith as saying: “I’m not afraid to say that Trump and his supporters are ba…”,FALSE,Pg 95__13_a93c4807d45024725fea91ef1fe17617.jpg
"Rep. Devin Nunes, R-Calif., said “defending Trump is more important than the United States.”",FALSE,Pg 95__16_af4ac06137a22e07b1c221c3e5ec003d.jpg
"“Bernie Sanders wants free health care for all and was asked how he would pay for it. His answer was raise taxes to 52% on anybody making over $29,000 per year.”",FALSE,Pg 95__20_775b303a20a0891bae727a419bd386e4.jpg
"""Amy, I looked online at your (health care) plan. It’s two paragraphs.""",FALSE,Pg 95__21_c1d69662852e2fd582669ca146c1067f.jpg
Photo shows Bernie Sanders at the 1969 Stonewall riots.,FALSE,Pg 95__28_98964ea73f6bd9af7fbe51f208d65f67.jpg
"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham “has had the firearms of her guards and household seized.”",FALSE,Pg 95__29_4517ba4f77541249dca30663303d4e35.jpg
"Says the 2019 coronavirus ""causes sudden death syndrome.""",FALSE,Pg 96__8_7cc17f42322dbea09bebd68271bcb525.jpg
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,FALSE,Pg 96__9_ba68ba8bed78bf4d4087fcfcd2a901e9.jpg
"Says ""the coronavirus was engineered by scientists in a lab.""",FALSE,Pg 96__10_158f892bd384051d87624e7c1d729c4c.jpg
Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black “is Romney’s national security advisor” and because of ties to Obama CIA director John Brennan.,FALSE,Pg 96__11_4d2e639aa32b779584dfc887b676a817.jpg
"North Carolina's Democratic primary is open to ""all registered voters, regardless of registration.""",FALSE,Pg 96__12_bc456aa6e98995590bfcfbe54bdc9ec3.jpg
"Says with his guilty impeachment vote, Senator Mitt Romney “could be removed from office.”",FALSE,Pg 96__14_bdae79592d8e0e053ef555eb238f2f77.jpg
Says a video proves Pelosi “was planning” to rip up President Donald Trump’s State of the Union address “from the start.”,FALSE,Pg 96__18_070c1b33f922e5e41e4ec8da7ed40aa4.jpg
“We have an America where … hard-working families have flat wages.”,FALSE,Pg 96__19_4e6c0f8fb8a238fedf012d88d08be8da.jpg
Says the USMCA is the “biggest trade deal ever made.”,FALSE,Pg 96__20_d5e092098ffb40df5cd07a1378434755.jpg
Says it shows a “DNC Group” teaching “ILLEGAL VOTING in Arizona.”,FALSE,Pg 96__21_776babff91d07561da7dc43bebf47814.jpg
"""Years of economic decay are over"" because Trump ""reversed the failed economic policies of the previous administration.""",FALSE,Pg 96__23_6c7d8f6e9ca0445281a5a0abd0d0a034.jpg
Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”,FALSE,Pg 96__24_eb679b8e9faa6e5efb226a6df822e201.jpg
"Says Democrats ""blocked the Iowa poll"" and ""blocked the Iowa caucus.""",FALSE,Pg 96__26_f0397b162ecad425379c10d0c47f81c4.jpg
"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.”",FALSE,Pg 96__27_1df7c7f9dcb382f179702378ae9c573c.jpg
"Say Nancy Pelosi’s net worth is $196,299,990.",FALSE,Pg 96__28_22037f08b6ddfb6ca9e44fc627f8e2fb.jpg
"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.",FALSE,Pg 96__29_cfb45630a6a6d325727bde01767c31fc.jpg
"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",FALSE,Pg 96__30_68a1af44b80eea3bc84ed88592d56c55.jpg
Says she hasn’t taken corporate PAC money “since 2016.”,FALSE,Pg 97__1_9e421f4168e3ee7269984665f0c7050d.jpg
"When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""",FALSE,Pg 97__2_05bd5c8ffdff2d0650e219868f0d6ccc.jpg
"Says the Democratic Party ""took Social Security from the independent ‘Trust Fund’ and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security (FICA) withholding.""",FALSE,Pg 97__4_4215c2b50b9aef7ce27fcce620793832.jpg
"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",FALSE,Pg 97__5_8c4828cd145df09fdbcbebf30e167f88.jpg
"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",FALSE,Pg 97__6_0d31a2baaf430d5cfbf41c96a776a79a.jpg
"""The Democrat controlled House never even asked John Bolton to testify.""",FALSE,Pg 97__8_f6c36ee52846991da77e4007e40c0f5b.jpg
"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.""",FALSE,Pg 97__9_7b159b6a4245cd0d89fdc044d1ceb974.jpg
"""California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.""",FALSE,Pg 97__12_d04d954883941207a3461a0e22a53584.jpg
"The city of Austin has ""removed, seemingly, any legal consequences to the actions where the homeless lie, sleep, where they defecate.""",FALSE,Pg 97__14_9f5613fd6b6840598975b01fa1510385.jpg
"""Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF"" during the House impeachment investigation.",FALSE,Pg 97__17_8c1fb572fe37cfc67038cb68eba75742.jpg
"Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things.""",FALSE,Pg 97__18_541512f44c478e21be84932c6b47ac07.JPG
Says a video shows Greta Thunberg firing a rifle.,FALSE,Pg 97__20_8ae8122b52b3b08b1941433b93644f05.jpg
"""Starting Jan. 1 California residents can’t take shower, do laundry, poop in toilet and flush on same day.""",FALSE,Pg 97__21_8fb9de83f5f4c341b793d1b3295ddebb.jpg
"Says U.S. Rep. Dan Lipinski had ""a part in"" undoing a law that used to limit how long trains could idle at crossings.",FALSE,Pg 97__22_c4b7d4872398b2612e9a1903c009332a.jpg
"""And the number one killer of teens in the United States is driving while using cell phones.""",FALSE,Pg 97__23_8697992888651df3a26841c017591cc1.jpg
"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""",FALSE,Pg 97__24_658a79dfdc7d7ee95cade5219145bdd3.jpg
"Says NC Senate leader ""expressed disdain"" for the NC House budget vote on Sept. 11.",FALSE,Pg 97__25_29afece395896fbd6998dbcf959a112f.jpg
"""That’s 5,615 projected coal-powered plants in just 8 countries. The USA has 15 - building 0 more.""",FALSE,Pg 98__7_f80bb13fa29f9377c9e429098f6054be.jpg
"""The Australia bushfires have nothing to do with climate change; it was arson.""",FALSE,Pg 98__13_e836acefed029595f97d5c114e952e52.jpg
"""About a third of Texas has seen a 20-25% population loss in the last 5 years.""",FALSE,Pg 98__14_0856377161d85cdf423ae865f6f4bc5a.jpg
"""In 2018, Biden lauded Paul Ryan for proposing cuts to Social Security and Medicare.""",FALSE,Pg 98__17_f1d2a86f42741cbb7d93010a6d51c0e1.jpg
Says an image shows a satellite view of fires in Australia.,FALSE,Pg 98__27_e4b23d3f8066cc6bcf7d45f6424248cc.jpg
"""President Trump didn't say he'd go after a cultural site.""",FALSE,Pg 98__28_c78ffbed78a46fbdc86b320805c942ee.jpg
A video shows Joe Biden making a racist comment.,FALSE,Pg 98__30_16e76b70f7f85baae58ad328acd180f4.jpg
"""Congress rejects $336 (per) month increase in"" Social Security and disability benefits ""but approves $8,872 (per) month increase for themselves.""",FALSE,Pg 99__1_4215c2b50b9aef7ce27fcce620793832.jpg
"""China produces 90% of the world’s carbon emissions pollution.""",FALSE,Pg 99__3_268f3b779cb065e3d7bf81cfe93e1bdb.jpg
"""I am very proud that I am the only candidate in the Democratic primary to have voted against all of Trump's defense budgets.""",FALSE,Pg 99__6_34fcbb819a8a39e4c102fb9cefd15648.jpg
"Says the California congressional district he represents ""has a higher GDP than Russia.""",FALSE,Pg 99__7_ff19308794411b900f2a7e5f573b1974.jpg
"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",FALSE,Pg 99__9_754242431550ca62f708faec0f34ed3f.jpg
"""In November 2019, Speaker Pelosi said it would be ‘dangerous’ to leave it to voters to determine whether President Trump stays in office.""",FALSE,Pg 99__10_144e2a498d7fc4f68c56d031563c0c0d.jpg
"Says immigrants wanted by ICE have victimized ""tens of thousands of children"" in North Carolina.",FALSE,Pg 99__14_f27b130522e40a67e786d6b916003e59.jpg
